index,label,text
2529,promo,Balance finished? Dial *9# to get GP emergency balance up to TK 200
2530,promo,"30GB @TK 300, 30 days! Get it for full-on interneting- cutt.ly/jwkuSC76"
2531,normal,"Your daughter is in hospital, send money quickly 01828173912."
2532,promo,Public opinion is being collected for rate list update. See BTRC website notice board for feedback (http://www.btrc.gov.bd/). Your valuable opinion is very important to us. -BTRC
2533,smish,Unknown transactions detected in your bank account. Click here for details: http://bit.ly/UnknownTxn
2534,promo,Today and tomorrow flat 50% discount at all branches of Men's World\ncutt.ly/fmw
2535,normal,Good morning!
2536,promo,"TK 50 cashback pro-level data deal 50GB@TK 448, 30 days cutt.ly/nwMwL8Y1"
2537,normal,Happy Maha Ashtami!
2538,promo,"Pocket saving in pro-level interneting- 3GB@TK 98, 7 days cutt.ly/9wEyjoLc"
2539,promo,Deposit TK 5000 in bKash and get TK 1000 bonus! Take the opportunity today.
2540,smish,"No need to go to anyone, no need to pay any ad fee to anyone. Do your own work and earn lakhs of taka. Click the link below to join:\n[https://t.me/hamster_Kombat_bot/start](https://t.me/hamster_Kombat_bot/start)"
2541,normal,"You are strong, you can do it."
2542,smish,Call to get your prize money: +8801811234567
2543,smish,"Those who have Telegram can earn a lot of money from today.https://t.me/Moshiur3412_bot?start=r00372672385\nSpend 1 hour a day and earn 500💵 to 1000💵 taka. Without any ads. You can't imagine what a huge opportunity is waiting in front of you💸😱. So if you don't want to miss this opportunity, click on the above Telegram link right now"
2544,promo,"TK 100 cashback! 31GB+450min @TK 399 for 30 days, get it: cutt.ly/2wQlYv6U"
2545,promo,"TK 100 cashback! 31GB+450min @TK 399, 30 days, get it: cutt.ly/2wQlYv6U"
2546,promo,April-24\nRecharge: TK 0\nExpense:\nData: TK 19\nVoice: TK 66\nOthers: TK 0
2547,smish,Government is giving up to fifty thousand taka subsidy for farmers. Contact now to get subsidy 01538272734
2548,normal,"They want to suppress us by threatening our brothers and sisters with death, but behind us are hundreds of memories like Badr, Khandaq, Tabuk. - [Poet Al Mahmud]"
2549,promo,"For passport and visa information, call 16445 from the country and 09666716445 from abroad at the passport portal.\nDo not transact any money other than the fee fixed by the government for passport and visa."
2550,promo,25% discount on new lifestyle products! Take the opportunity before stock runs out.
2551,promo,"New SIM offer only on MyGP now 2GB internet for just TK 17, validity 7 days (maximum once a month). Visit https://mygp.li/ga"
2552,normal,"Dear student, your tuition fee is TK 24,500.00 due till today. (Including previous late fine and dues) Pay current month's tuition fee (without penalty) by September 30, 2024. For details login https://student.iba-du.edu.bd/. (IBA)"
2553,smish,100% car loan facility without any down payment. Apply today. Contact: 01867546389
2554,smish,There is a problem with your account. Contact this number quickly 01728375843.
2555,normal,"Success will come to you, be patient."
2556,smish,"Your package is on hold, here you need to provide more information to complete your package shipping:https://ow.ly/ xjfF50QsUP4"
2557,promo,"Candidates willing to participate in the twelfth national parliament election can submit nomination papers online along with conventional methods. To submit nomination online, visit the commission's website www.ecs.gov.bd -EC"
2558,smish,Call to update Bangladesh Bank account: +8801813344556
2559,promo,April-24\nRecharge: TK 0\nExpense:\nData: TK 19\nVoice: TK 66\nOthers: TK 0
2560,promo,E-driving license can be used by displaying on smart mobile phone. -BRTA
2561,normal,Are you going by bus?
2562,smish,Dial *213*6551# to bring smile on your loved one's face charge TK 82.67 daily
2563,promo,"Humble respect on the 47th martyrdom anniversary of the greatest Bengali of all time, Father of the Nation Bangabandhu Sheikh Mujibur Rahman -Department of Posts and Telecommunications."
2564,normal,Send emergency money to this number 01827382918.
2565,smish,There is a problem with Bangladesh Bank account. Call: +8801818899001
2566,normal,Hope you have a good day!
2567,promo,"More chatting+interneting, get 5GB+150min@TK 149, 7 days cutt.ly/owEyhCVt"
2568,promo,"Get 61GB+1000min@TK 699, 30 days with TK 200 super cashback: cutt.ly/OwG5T3ub"
2569,normal,"Dear student, your tuition fee is TK 24,500.00 due till today. (Including previous late fine and dues) Pay current month's tuition fee (without penalty) by September 30, 2024. For details login https://student.iba-du.edu.bd/. (IBA)"
2570,promo,"TK 25 cashback now more data 50GB@ TK 473, 30 days cutt.ly/zwTmxzpd"
2571,normal,Happy October!
2572,normal,You are made for success.
2573,normal,Your talent is limitless.
2574,normal,It's raining heavily this afternoon.
2575,normal,Is there a story for you?
2576,normal,"Hello, how are you?"
2577,promo,"May 18 International Museum Day. This year's theme: 'Museums, Sustainability and Prosperity'. On this occasion, you are cordially invited to the day-long program of Bangladesh National Museum."
2578,smish,"To get scholarship facilities for talented students and direct free consultation with experienced doctors along with TK 190000 health coverage per year and other facilities of Health Plus, write START RP and send to 28477."
2579,smish,Bet on football and win a luxury car! Start: xini.eu/00Qe
2580,smish,"To get scholarship facilities for talented students and direct free consultation with experienced doctors along with TK 190000 health coverage per year and other facilities of Health Plus, write START RP and send to 28477."
2581,smish,"Bet on European Championship and win TK 50,000 cashback. Click: phlebolog.com.ua/libraries/joomla/results.php"
2582,promo,"20% discount on home decor items. Stock limited, don't delay."
2583,smish,Bet on BPL and win a free vacation for 7 days. Click: super1000.info/docs
2584,smish,Important message from Bangladesh Bank. Click here for details: https://wa.me/8801917788990
2585,promo,"Insurance is the arrangement to reduce unwanted/accidental damage to your life, health and property. Get insured, stay risk-free -Insurance Development and Regulatory Authority."
2586,smish,TK 8500 free for you.\nGet it here: https://cutt\n.ly/betvi
2587,normal,"Sometimes it feels like all this distraction, this mobile internet this online world, everyone has got so inside that it's hard to spend a single day without these"
2588,smish,"Invest TK 5,000 and get TK 20,000! Call: +8801918899001"
2589,promo,25% discount on all clothes in new season. Shop today.
2590,normal,"Never hurt a loved one in anger. Never neglect too much in anger, a loved one. This causes loss of the most precious thing in life, the loved one."
2591,normal,Good night!
2592,promo,"Hotshot cashback TK 20! Hotspot deal 22GB@TK 177, 7 days: cutt.ly/pw746B4G"
2593,normal,Hope all your wishes come true!
2594,smish,100% scholarship for studying abroad. No fee required. Contact today to apply. Contact: 01567546390
2595,smish,"Dear customer, TK 25000 has been withdrawn from A/cXXXXX on 31-12-2019 at Kolkata TS ATM.Txn# S32131611-20191005. If not done by you, forward this SMS from registered mobile number to 7679786941 to block your card or call 7029892098 immediately -State Bank of India"
2596,promo,"5GB+150 minutes TK 130 (30 days), dial *121*5205# or https://mygp.li/a0"
2597,promo,Free delivery on all orders. For limited time.
2598,smish,Bet on BPL and win a free vacation for 7 days. Start: super1000.info/docs
2599,promo,TK 200 same cashback! Get 60GB+1000 minutes@TK 699 for 30 days: cutt.ly/aAhiAsI
2600,smish,"Invest 1,00,000 TK and get 3,00,000 TK! Call: +8801914344356"
2601,promo,"Don't miss all cool updates, join Skitto Telegram now: cutt.ly/NwJt7qvx"
2602,smish,Having trouble logging into your bank account? Click here: http://bit.ly/LoginHelp
2603,promo,"10% discount on new Samsung phone! Limited stock, buy today!"
2604,normal,I feel healthy and my body feels good.
2605,normal,Happy Diwali!
2606,smish,"50,000 TK has been deposited in your bank account! Call to confirm: +8801711234567"
2607,normal,Be patient to reach your goal.
2608,normal,"Have you read any book before? Yes, I have read many books. What about you?"
2609,smish,"Aarong is giving big offers on the occasion of Eid click 
https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868"
2610,smish,"8500 for free for you.
Get it here: https://cutt
.ly/betvi"
2611,normal,"Dear student, your tuition fee is due 24,500.00 TK as of today. (Including previous late fine and dues) Pay the current month's tuition fee (excluding fine) by September 30, 2024. For details login to https://student.iba-du.edu.bd/ (IBA)"
2612,smish,Bet on English Premier League and win a free hotel booking. Click here: xini.eu/00Qe
2613,smish,DXN multinational company is providing high salary job opportunities with allowances. Urgent contact 01793251002
2614,smish,Get a chance to have a private meeting with Shakib Al Hasan by betting on IPL today. Start now: xini.eu/00Qe
2615,smish,100% car loan facility without any down payment. Apply today. Contact: 01867546389
2616,smish,There is a problem with your account. Contact this number urgently 01728375843.
2617,smish,"Your land sale money has been deposited, call: +8801816677889"
2618,promo,"100' Madani Avenue Army Housing (Jolshiri) adjacent plot per katha 5 lakh
01894841729"
2619,smish,"You can do the work with the phone you have in my team. I need 20 trusted people. Those who can earn 500/1000 TK daily in halal way along with studies or job. Those who are interested come to inbox
I will teach everything, no problem Inshallah"
2620,promo,2GB with bonus-45 TK-3 days. Dial *121*5534# or mygp.li/my
2621,smish,You have won in a lucky draw! Click here to collect your prize: [luckydraw.com/ClaimBD]
2622,smish,Click here to verify your email address: [secureemail.com/VerifyBD]
2623,smish,Get a chance to have a private meeting with Shakib Al Hasan by betting on cricket! Click: xini.eu/00Qe
2624,promo,"100TK cashback! 31GB+450min@399TK,30days, take: cutt.ly/2wQlYv6U"
2625,promo,Special offer: 20% discount on all children's clothing.
2626,smish,"Bet on European Championship and win 20,000 TK cashback. Join: smilesvoegol.servebbs.org/voegol.php"
2627,smish,Call +8801812233445 to increase your credit card limit
2628,normal,Happy Bijoya Dashami!
2629,smish,Your bank account notifications are not being received. Please click here: http://bit.ly/UpdateNotify
2630,promo,"Pro-level interneting pocket saving- 3GB@TK98,7 days cutt.ly/9wEyjoLc"
2631,promo,Flat 15% discount on all shopping. Code: DISCOUNT15.
2632,smish,"Hot wallet token given 1 token $5.00
Those who want to earn more in less time, join now
Link:
https://t.me/herewalletbot/app?startapp=12940707"
2633,smish,Error has occurred in Bangladesh Bank account. Click here for details: https://wa.me/8801918899001
2634,smish,Stable work. Salary 1500 BDT/day. Work from home: cutt.ly/U6zMFGQ
2635,promo,"Sheikh Hasina government's success:
In 2008, one MBPS internet bandwidth cost 27 thousand TK, now under One Country One Rate it is fixed at 60 TK."
2636,smish,Get a chance to spend a day with Shakib by betting on IPL today. Start: ebayisapidlld.altervista.org/
2637,normal,"You are very strong, keep courage."
2638,smish,Win free match tickets with Shakib Al Hasan by betting on IPL today. Join: ebayisapidlld.altervista.org/
2639,promo,25% off on new lifestyle products! Take the opportunity before stock runs out.
2640,promo,25% discount on all clothing in new season. Shop today.
2641,smish,Click here to increase your credit card limit: [increasecredit.com/LimitBD]
2642,promo,1GB with bonus-30TK-3days. Dial *121*5215# or https://mygp.li/mo
2643,normal,I went to brown something at noon.
2644,smish,Error has occurred in Bangladesh Bank account. Call: +8801819899901
2645,normal,Send money to this number 01738293765 via Rocket.
2646,normal,"I am by your side, don't worry."
2647,smish,Urgent message for you from Bangladesh Bank. Call: +8801911011123
2648,promo,"TK499 offer at TK399! Take 31GB+450min, 30days: cutt.ly/2wQlYv6U"
2649,smish,Your credit card bill payment is missed. Click here to make payment: http://bit.ly/PayBill
2650,normal,"Everything will be fine, be patient."
2651,normal,What are the plans for Friday?
2652,normal,What you can do is amazing.
